date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:50:12	6106/6106	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:12%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/03_001.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/03_001bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:12	2262/2262	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:12%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/04.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/043052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:12	3863/3863	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:12%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/04_001.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/04_0013052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:12	2889/2889	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:12%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/05.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/053052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:13	4616/4616	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:13%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/05_001.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/05_0013052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:13	31760/31760	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:13%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/06.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/06e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:13	28556/28556	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:13%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/07.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/07e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:13	2299/2299	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:13%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/08.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/083052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:13	2378/2378	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:14%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/09.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/093052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:14	2707/2707	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:14%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/10.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/10bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:14	4386/4386	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:14%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/11.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/11bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:14	1217/1217	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:14%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/12.svg?c1=%231C58DD&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/1274d6.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:14	1670/1670	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:14%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/12_001.svg?c1=%231C58DD&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/12_00174d6.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:14	3195/3195	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:15%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/13.svg?c1=%231C58DD&c4=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/13c2c3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:15	4593/4593	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:15%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/13_001.svg?c1=%231C58DD&c4=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/13_001c2c3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:15	4501/4501	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:15%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Airy/14.svg?c1=%231C58DD&c4=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Airy/14c2c3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:15	171/171	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:15%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/01.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/01e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:15	897/897	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:16%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/01_001.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/01_001e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:16	449/449	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:16%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/02.svg?c1=%231C58DD&c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/023176.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:16	222/222	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:16%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/03.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/03e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:16	191/191	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:16%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/04.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/04bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:16	226/226	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:16%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/05.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/053052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:17	253/253	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:17%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/06.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/063052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:17	252/252	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:17%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/07.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/07bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:17	346/346	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:17%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/08.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/083052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:17	236/236	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:17%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/09.svg?c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/09bfdf.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:17	363/363	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:18%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/10.svg?c1=%231C58DD&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/1052e3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:18	259/259	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:18%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/10_001.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/10_0013052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:18	243/243	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:18%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/11.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/113052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:18	276/276	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:18%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blobs/12.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blobs/123052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:18	1530/1530	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:18%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/01.svg?c1=%231C58DD&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/012857.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:18	1507/1507	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:19%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/01_001.svg?c1=%231C58DD&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/01_0012857.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:19	1497/1497	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:19%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/02.svg?c1=%231C58DD&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/022857.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:19	1481/1481	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:19%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/02_001.svg?c1=%231C58DD&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/02_0012857.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:19	1210/1210	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:19%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/03.svg?c1=%231C58DD&c4=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/03c2c3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:19	1108/1108	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:19%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Blocks/04.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Blocks/04b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:19	229/229	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:20%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/01.svg?c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/01e4dd.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:20	487/487	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:20%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/02.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/021d3e.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:20	422/422	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:20%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/03.svg?c1=%231C58DD&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/032857.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:20	313/313	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:20%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/04.svg?c2=%23FFFFFF&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/04cf40.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:20	250/250	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:20%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/05.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/05bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:21	243/243	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:21%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/05_001.svg?c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/05_001bfdf.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:21	282/282	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:21%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/06.svg?c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/06bef0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:21	282/282	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:21%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/06_001.svg?c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/06_001bfdf.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:21	324/324	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:21%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/07.svg?c1=%231C58DD&c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/073176.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:21	355/355	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:22%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/07_001.svg?c1=%231C58DD&c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/07_0013176.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:22	238/238	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:22%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/08.svg?c1=%231C58DD	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/083052.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:22	314/314	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:22%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/09.svg?c2=%23FFFFFF&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/09cf40.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:22	566/566	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:22%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/10.svg?c1=%231C58DD&c3=%2300F260&c4=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/10f3c3.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:22	451/451	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:22%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/10_001.svg?c1=%231C58DD&c4=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/10_001d3c0.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:22	735/735	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:23%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/11.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/111d3e.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:23	305/305	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:23%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/11_001.svg?c1=%231C58DD&c2=%23FFFFFF	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/11_0013176.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:23	353/353	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:23%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/12.svg?c1=%231C58DD&c2=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/12a784.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:23	331/331	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:23%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Bold/12_001.svg?c1=%231C58DD&c2=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Bold/12_001a784.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:23	8868/8868	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:24%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/01.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c4=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/016896.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:24	11870/11870	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:24%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/02.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/02b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:24	11868/11868	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:24%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/03.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/03b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:24	14611/14611	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:24%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/04.svg?c1=%231C58DD&c2=%23FFFFFF&c4=%23FFFFFF&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/04b557.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:24	8871/8871	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:24%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/05.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/05b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:24	8064/8064	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:25%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/06.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/06b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:25	4381/4381	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:25%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/07.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/07b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:25	7564/7564	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:25%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/08.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/08b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:25	6452/6452	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:25%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/09.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/091d3e.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
09:50:25	205384/205384	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2007:50:25%20GMT	https://www.scandosolutions.com/web_editor/shape/web_editor/Floats/10.svg?c1=%231C58DD&c2=%23FFFFFF&c3=%2300F260&c5=%23000000	C:/My%20Web%20Sites/scando/www.scandosolutions.com/web_editor/shape/web_editor/Floats/10b169.svg	(from https://www.scandosolutions.com/web/assets/11191-9eefe96/2/web.assets_frontend.min.css)
